http://linkedgeodata.org/ontology/opening_hours	
"n_so"	"o"
1	"Mo,Sa 16:00-21:00; Tu-Fr 09:00-12:40,16:00-21:00"
1	"Mo-Su 10:00-15:30,18:30-22:00"
1	"Su-Th 04:00-05:00; Fr-Sa 05:00-05:00"
1	"Mo-Fr 07:00-19:00; Sa 07:00-13:00"
1	"7:00-27:00"
1	"Mo-Fr 11:00-19:00; Su 14:00-19:00"
1	"Everyday 11:00-20:00; summer season"
1	"Mo-Fr 11:00-15:00, 17:00-23:00;Sa-Su 11:00-23:00"
1	"Mo-Sa 10:30-23:00; Su 11:00-23:00"
1	"Tu-Sa 11:00-15:00, 17:00-22:00; Su, PH 12:00-22:00"
1	"Mo-Th 08:30-23:00;Fr 08:30-05:00;Sa 10:00-05:00;Su 10:00-22:00"
1	"10:00-14:30, 17:00-22:30 7j/7"
1	"Mo-Fr 08:00-22:00; Sa,Su,PH 10:00-22:00"
1	"Mo-Fr 09:00-22:00, Sa 09:00-21:00, Su 11:00-21:00"
1	"We-Mo 11:00-14:00, 17:00-22:00"
1	"Th-Mo 17:00-22:00"
1	"May 01-Oct 03: We-Su 11:00+"
1	"Mo-Fr 10:00-19:00;Sa 11:30-16:00;Su off"
1	"Tu-Su 17:00-21:00; Mo off"
1	"Mo-Su,Su 07:00-23:00,07:00-01:00; Fr,Sa 07:00-00:00,07:00-03:00"
1	"Mo-Sa 11:30-14:30,16:30-22:00; Su 16:30-21:00"
1	"Mo-Fr 06:00-21:00; Sa-Sun 08:00-20:00"
1	"Tu-Fr 16:30-22:00, We-Th 11:30-14:00, Sa, Su 16:00-22:00, PH 16:00-22:00"
1	"Mo-Fr 12:00-22:00; Su 12:00-22:00"
1	"Tu-Sa 11:30-22:00; Su 12:00-22:00"
1	"Mo-Tu 11:30-19:00; We 11:30-17:00; Th-Fr 11:30-19:00"
1	"Tu-Fr 11:00-21:00; Sa-Su 12:00-21:00"
1	"Mo,Su 10:00-22:00; Tu-Sa 10:00-23:00"
1	"Su-Th 11:00-0:00;Fr,Sa 11:00-5:00"
1	"SH off"
1	"Tu-Su 10:30-15:00, 17:00-22:30"
1	"Mo-Fr 10:30-22:00;  Sa 12:00-21:30"
1	"Mo-Sa 09:00-22:00; Su 15:00-21:00"
1	"Mo-Fr 11:30-13:45,17:00-22:15; Sa 16:00-22:15; Su,PH 15:00-22:15"
1	"Mo-We 12:00-23:00, Th-Su 14:00-24:00"
1	"May-Sep 10:00-19:00"
1	"Mo-Sa 8:00-20:00"
1	"Mo-Fr 09:00-19:00; Sa 09:00-16:00"
1	"Su,Mo off; Tu-We 11:00-18:00; Th 11:00-03:00; Fr,Sa 11:00-05:00"
1	"Su,Mo-We 08:00-23:00;Th-Sa 08:00-14:00"
1	"Mo-Th 07:00-23:00; Fr 07:00-24:00; Sa 10:00-24:00; Su,PH 10:00-23:00"
1	"Mo-Sa 07:00-15:00; Su 08:30-13:30"
1	"08:00-02:00"
1	"Tu-Th 12:00-22:00; Fr 12:00-23:00; Sa 13:00-23:00; Su 13:00-21:00"
1	"Mo-Su 11:00-18:00; Dec off"
1	"Mo-Fr 10:00-14:00,16:30-23:00; Sa,Su 10:00-23:00"
1	"MO-FR 07:00-18:00"
1	"Mo-Su 11:00-14:00,17:00-21:00"
1	"Mo-Sa 10:00-21:00;Su 11:30-21:00;PH 11:30-21:00"
1	"Mo-Th 10:30-22:00; Fr 10:30-5:00; Sa 11:30-5:00; Su 12:00-22:00"
1	"Mo-Th 11:00-21:00;Fr 11:00-22:00;Sa 12:00-22:00;Su 15:00-21:00"
1	"Mo-Fr 11:00-22:30;Sa,Su,PH 12:00-22:30"
1	"Mo-Fr 11:00-16:30; Sa 11:00-16:00"
1	"Mo-Fr 12:00-22:00; Sa-Su 15:00-22:00"
1	"Mo-Fr 12:00-24:00, Fr 00:00-02:00; Sa 10:00-02:00; Su 09:00-23:00 ""9:00-14:00 Uhr Live Cooking"""
1	"Mo-Sa 10:30-22:00, Su 12:00-22:00"
1	"7:00 am - 11:00 pm"
1	"Mo-Su,PH 14:00-23:00"
1	"We-Mo 17:15-23:59"
1	"Mo-Fr 11:00-20:00; Sa 11:00-17:00"
1	"Mo-Fr 09:00-23:00; Sa-Su 09:00-22:00"
1	"Mo-Fr 09:30-15:30 17:00-21:30; Sa off; Su 15:00-20:00"
1	"Fr-Sa 11:00-24:00; Su-Th 11:00-23:00"
1	"Mo-Th 12:00-22:00; Fr-Sa 12:00-24:00; Su 13:00-22:00"
1	"Mo-Fr 11:00-14:00, 17:00-23:00; Sa-Su 11:00-23:00"
1	"Mo-Th 07:30-24:00; Fr-Sa 07:30-02:00; Su 09:00-24:00"
1	"Mo-Th 8:00-0:45; Fr, Sa 8:00-3:00"
1	"Mo-Th 10:00-19:00; Fr-Sa 10:00-16:00"
1	"Mo-Fr 10:30-19:00; Sa 10:30-15:00"
1	"Mo-Fr 09:00-15:30"
1	"closed ""KÃƒÂ¶nnte geschlossen sein"""
1	"Mo-Fr 11-22"
1	"Mo-Sa 10-23; Su 11-23"
1	"Mo-Su 09:00-23:30; Su 10:00-22:30"
1	"Mo-Fr 07:30-17:00; Sa 09:00-14:00"
1	"Mo-Fr 07:30-19:00; Sa 08:30-14:00"
1	"Mo-Tu 6:00-19:00; Mi 6:00-20:00; Th 6:00-19:00; Fr 6:00-20:00; Sa 7:00-17:00; Su 10:00-17:00"
1	"Mo-Th 11:00-22:00;Fr-Sa 11:00-23:00;Su 17:00-22:00"
1	"Mo-We 11:00-23:00; Th-Sa 11:00-05:00; Su 12:00-23:00"
1	"Mo-Sa 11:00-14:30;Mo-Sa 17:00-21:00"
1	"Mo-Fr 11:00-23:00; Sa 11:00-00:00; Su 12:00-23:00"
1	"Mo-Th,PH 10:00-23:00; Fr-Sa 10:00-00:00; Su off"
1	"Mo 15:00-21:00; Tu-Th 15:00-22:00; Fr,Sa 12:00-23:00; Su 15:00-21:30"
1	"Tu-Su 11:00-20:30; Fr 11:00-21:00"
1	"Tu-Fr 12:00-14:00,17:00-21:00; Sa 17:00-21:00; PH Mo 17:00-21:00"
1	"Mo-Su 11:00-20:30"
1	"Tu-Sa 12:00-21:00; Su 16:00-21:00"
1	"Mo-Su 17:00+; Tu off"
1	"Mo 14:00-19:00; Tu-Sa 10:00-19:00"
1	"Mo-Fr 08:30-13:30"
1	"Tu-Th 16:00-21:00, Fr-Sa 16:00-22:00, Su 16:00-20:00"
1	"Mo 9:30-24:00; Tu-Th 9:30-3:00; Fr-Sa 9:30-5:00; Su 12:00-1:00"
1	"Mo-Su 09:30-14:00, Mo-Su 18:00-22:00"
1	"wd 09:00-01:00; Sa,Su,PH 08:00-01:00"
1	"unknown ""bei schÃƒÂ¶nem Wetter"""
1	"Mo-Sa 10:00-20:15"
1	"Mo-Th 08:00-23:00; Fr-Sa 08:00-24:00; Su 08:00-23:00"
1	"Mo-Th 10:00-23:00; Fr-Sa 10:00-01:00; Su 10:00-23:00"
1	"Mo-Th 11:00-22:30; Fr-Su 11:00-23:00"
1	"Tu-Su 16:30-20:30"
1	"Mo-Su 08:30-00:30"
1	"9:50-22:00; 8:00-22:00"
1	"Su-Th 10:30-21:00;Fr-Sa 10:30-22:00"
1	"Mo-Sa 07:30-22:00; Su,PH 07:30-21:00"
1	"Mo-Fr 12:00-23:00; Sa, Su 15:00-23:00"
1	"Lundi 10:30 Ã¢â‚¬â€œ 23:00 Mardi 10:30 Ã¢â‚¬â€œ 23:00 Mercredi 10:30 Ã¢â‚¬â€œ 23:00 Jeudi 10:30 Ã¢â‚¬â€œ 23:00 Vendredi 10:30 Ã¢â‚¬â€œ 00:00 Samedi 10:30 Ã¢â‚¬â€œ 00:00 Dimanche 10:30 Ã¢â‚¬â€œ 23:00"
1	"10:30-1:00am Daily"
1	"Mo-Fr 11:30-14:30,18:00-00:00 ; Sa 18:00-00:00 ; Su 11:30-14:30,18:00-00:00"
1	"Mo-Fr 08:30-23:00; Sa-Su 10:00-23:00"
1	"Mo-Sa 11:30-13:30, 18:30-21:30; Su 18:30-21:30"
1	"Mo-Sa 10:30-14:30, Mo-Su 18:00-22:30"
1	"Mo-Fr 07:00-19:00; Sa 08:00-18:00"
1	"Mo 16:00-22:00; Tu-Fr 10:30-14:00,16:00-22:00; Sa,Su,PH 12:00-22:30"
1	"Mo-Th 06:00-15:00; Fr 06:00-18:00; Sa 06:00-13:00"
1	"Mo-Th 10:00-21:00;Fr-Sa 10:00-23:00;Su 11:00-19:00"
1	"Mo-Th 10:00-22:00; Fr-Sa 11:00-23:00; Su 10:00-22:00"
1	"Mo-Fr 06:00-24:00;Sa-Su 07:00-24:00"
1	"Mo-Sa 11:00-13:30; Mo-Sa 17:00-23:00; Su 11:30-23:00"
1	"9:30-20:30"
1	"Su-Th 10:00-24:00; Fr-Sa 10:00-04:00"
1	"Tu-Su 9:30-24:00"
1	"Mo-Fr 14:00-18:00; Sa-Su 10:30-18:00; SH 10:30-18:00"
1	"Tu-Sa 07:00-24:00"
1	"Su,Mo-Th 11:00-22:00; Fr-Sa 11:00-02:00"
1	"Mo-Sa 08:00-23:00; Su 11:00-21:00"
1	"Mo-Sa 07:00-15:00"
1	"Lun-ven: 9h - 21h sam: 17h - 21h"
1	"noodle;ramen"
1	"Mo-Th 07:00-24:00; Fr,Sa 07:00-02:00; PH,Su 08:00-24:00"
1	"Mo-Fr 07:30-21:30; Sa-Su 09:30-21:30"
1	"Mo-We 12:00-15:00; Th-Fr 12:00-15:00,18:00-21:00; Sa 12:00-15:00"
1	"Mo-Fr 06:00-22:00; Sa,Su 08:30-22:00"
1	"Mo-Fr 11:00-14:00,17:00-22:30; Sa 16:00-22:30; Su 12:00-22:30"
1	"07:00~13:30"
1	"Mo-Fr 09:00-18:30; Sa 09:00-12:30; PH off"
1	"winter: Mo-Fr 11:30-20:00; Sa 12:00-16:00; Su,PH off"
1	"Mo-Fr 8:00-17:00"
1	"Mo-Th 18:00-22:00; Fr-Sa 18:00-23:00; Su 18:00-22:00"
1	"Mo-Su 07:00-24:00; Fr,Sa 07:00-01:00"
1	"Mo-We 10:00-22:00;Th-Sa 10:00-23:00;Su 10:00-20:00"
1	"Mo-Fr 09:30-17:30"
1	"Mo-Th 11:00-23:00;Fr-Sa 11:00-01:00;Su 11:00-23:00"
1	"Mo-Fr 07:00-20:00;Sa 10:00-18:00;Su 10:00-15:00"
1	"Sa-Mo 12:00-22:00; Tu-Fr 11:00-22:00"
1	"Mo-Sa 7:30-20:00; Su 9:00-20:00"
1	"Mo-Fr 8:30-21:00; Sa-Su 10:00-21:00"
1	"Mo-Fr 11:45-14:30,17:00-22:30; Sa 17:00-22:30; Su 17:00-22:00"
1	"Mo-Fr 09:00-21:00;Sa 10:00-20:00;Su 10:00-19:00"
1	"Mo-Fr 11:00-22:00 ; Sa 12:00-22:00 ; Su 14:00-22:00"
1	"Mo 00:00-01:00,10:00-24:00; Tu-Fr 00:00-03:00,10:00-24:00; Sa,Su 00:00-06:00,11:00-24:00"
1	"Mo-Fr 07:30-24:00; Sa-Su 07:00-24:00; PH 07:00-24:00"
1	"Mo-Su 11:00-03:00"
1	"Mo-Tu 10:00-00:00,Fr-Sa 10:00-00:30,Su 11:00-23:00"
1	"Mo-Fr 07:30-19:00;Sa 11:00-18:00;Su off"
1	"Mo-Fr 11:00-14:00,16:30-21:30; Sa-Su 16:30-21:30"
1	"8am to 8 pm"
1	"Mo-Fr 08:00-20:00; Sa, Su, PH 12:00-20:00"
1	"tu-fr 11:30-20:00;sa 16:00-19:30"
1	"Mo-Fr 11:00-23:00; Sa-Su, PH 10:20-23:00"
1	"Mo-Th 10:00-21:00; Fr-Sa 10:30-21:30; Su 10:00-21:00"
1	"Mo-Sa 12:00-21:45; Su 16:00-21:45"
1	"Mo-Su 11:00-14:00;17:00-22:30"
1	"Mo-Fr,Su,PH 11:00-14:30; Sa 17:00-22:30"
1	"Mo-Fr 11:30-14:00,18:00-22:30; Sa,Su 17:00-22:30"
1	"We-Su 11:00-17:00"
1	"Mo-Fr 07:00-19:00; Sa 09:00-15:00; Su off"
1	"Mo-Th 11:00-22:00;Fr-Sa 11:00-23:00;Su 11:00-21:00"
1	"Mo-Fr 09:30-14:00"
1	"Mo 17:00-22:00; Tu-Fr 11:00-13:00, 17:00-22:00; Sa-Su 17:00-22:00"
1	"Mo-Th 10:30-19:00; Fr 10:30-14:00; Sa-Su off"
1	"Mo-Th 7:30-9:30,10:30-21:00; Fr 7:30-9:30,10:30-19:00; Sa-Su off"
1	"Mo-Th 14:00-22:00; Fr 14:00-19:00; Sa-Sun off"
1	"Mo - Sa"
1	"Mo-Th 08:00-20:00; Fr,Sa 10:00-22:00; Su 12:00-20:00"
1	"Mo-Sa 07:00-22:30; Su 07:30-22:30"
1	"Mo-Fr 10:00-21:00; Sa-Su,PH 09:00-21:00"
1	"07:30-22:45"
1	"11:00-21:00; Tu OFF"
1	"Mo-Fr 11:00-14:00,17:00-22:00; Sa 17:00-22:00; Su 12:00-22:00"
1	"Mo-Sa 11:30-21:45; Su 12:00-21:45"
1	"Mo-Su 10:00-22:00;Tu off"
1	"Mo-Fr 12:00-21:45;Sa,Su 15:00-21:45;Tu off"
1	"Mo-Th 10:30-22:00; Fr 10:30-24:00; Sa 00:00-05:00, 10:30-24:00; Su 00:00-05:00, 12:00-22:00"
1	"Mo-Sa 10:00-05:00; Su 11:00-05:00"
1	"Mo-Th 17:00-01:00; Fr-Sa 12:00-02:00; Su 12:00-24:00"
1	"Mo-Fr 6:30-21:00; Sa-Su 9:00-20:00"
1	"Mo-Sa 08:00-23:00; Su 15:00-23:00"
1	"Mo-Fr 16:00-21:00; Sa-Su 15:00-21:00"
1	"Tu-Su 16:00-21:00; Mo off"
1	"00:00-03:00,11:00-24:00"
1	"Su-Sa 11:30-22:00"
1	"Su-Sa 12:00-24:00"
1	"6:30-22:30"
1	"Su-Th 10:00-22:00; Fr-Sa 10:00-4:00"
1	"Mo-Fr 10:00-24:00; Sa 10:00-02:00; Su 10:00-01:00"
1	"Mo-Sa 06:00-20:00; Su 06:00-12:00"
1	"Mo-Fr 17:30-21:30; Sa 16:00-22:00; Su 13:00-19:00"
1	"Tu 11:00-13:30; Mo,We-Fr 11:00-13:30,17:00-22:00; Sa,Su 17:00-22:00"
1	"Mo-Fr 06:00-23:00; Sa 08:00-23:00; Su 06:00-22:00"
1	"Mo-Th 07:00-22:00; Fr 10:00-22:00; Sa 08:00-22:00; Su 09:00-22:00"
1	"Mo-Th 10:00-24:00; Fr-Su 10:00-02:00"
1	"Mo-Fr 07:00-23:00; Sa,Su 16:30-23:00"
1	"Mo-Su 16:30-23:59"
1	"Su-Fr 09:00-02:00; Sa 09:00+"
1	"Su-Th 10 : 00-22 : 00; Fr 10: 00+; Sa 14 : 00+"
1	"Mo,Tu,Th 07:00-15:00;We,Fr 07:00-14:00"
1	"Tu 12:00-20:00; We-Th 11:00-20:00; Fr-Sa 10:00-21:00; Su 12:00-20:00"
1	"11:30-02:30"
1	"Mo-Th 11:00 - 21:00; Fr-Sa 11:00-22:00; Su 11:00-21:00"
1	"mo-fr 11:00-20:30;sa 11:00-16:30;su 11:00-20:30"
1	"Tu-Su 16:30-21:00"
1	"10:00 - 22:30"
1	"Mo-Fr 11:00-14:00,17:00-22:00; Sa,Su 12:00-22:00"
1	"Mo-Fr 11:00-20:00; Sa 12:00-18:00"
1	"Mo-Su 11:30-22:00; Fr 17:00-22:00"
1	"Mo-Fr 07:00-14:00,16:00-20:30; Sa 07:00-13:00,16:00-21:00; Su 16:00-20:30"
1	"Mo-Su,PH 11:00-22:30"
1	"Mo-Fr 10:00-19:00; Sa 12:00-18:00; Su 12:00-17:00"
1	"Mo-Th 11:00-15:00, 17:00-23:00; Fr-Sa 11:30-23:00; Su, PH 12:00-22:30"
1	"Tu-Su 11:30-15:00,18:00-23:00"
1	"Mo-Fr 16:00-22:00; Sa,Su,PH 15:00-22:00"
1	"Mo-Fr 11:00-15:00, 17:00-23:00; Sa, Su 13:00-23:00"
1	"Mo-Fr 10:00-20:00; Sa-Su 11:00-20:00"
1	"Ã¢â‚¬â€¹Mo-We 13:00-23:00, Th 12:00-01:00, Fr-Sa 12:00-4:00, Su 12:00-23:00"
1	"Mo-Fr 11:00-22:00;Su 12:00-22:00"
1	"Mo-Th 10:30-23:00; Fr 12:00-24:00; Sa 12:00-23:00"
1	"Mo-Th 11:00-22:30; Fr-Sa 11:00-23:00; Su 12:00-22:00"
1	"Mo-Fr 11:00-14:30,17:00-22:30; Sa,Su 12:00-22:30"
1	"mo-su 09:00-22:00"
1	"Mo-Fr 08:00-15:30"
1	"Mo-Th 07:00-24:00; Fr-Sa 07:00-24:00; Su 09:00-24:00"
1	"Mo-We 08:00-24:00; Th-Sa 00:00-05:00,08:00-24:00; Su 09:30-24:00"
1	"Mo-Fr 07:00-17:00; Sa 07:00-15:00"
1	"Mo-Sa 10:30-16:00"
1	"Sa-Th 10:30-23:00;Fr 10:30-24:00"
1	"Mo-Su 11:30-14:30"
1	"Mo 11:00-24:00; Tu-Fr 00:00-01:00,11:00-24:00; Sa,Su 00:00-03:00,11:00-24:00"
1	"Mo,Tu,Su 11:00-23:00; We,Th 11:00-00:00; Fr,Sa 11:00-01:00"
1	"Mo-We 11:00-20:00; Th 11:00-22:00; Fr,Sa 11:00-23:00; Su 12:00-20:00"
1	"Mo-Sa 10:30-20:00; Su 11:00-19:00"
1	"Mo-We 11:00-22:00; Th 11:00-23:00; Fr,Sa 11:00-01:00; Su 12:00-22:00"
1	"11:00-29:00"
1	"Mo-Fr 04:00-14:00,17:00-22:00; Su 17:00-22:00"
1	"Mo-Sa 11:00-19:30;Su 11:00-18:00"
1	"Mo-Sa 10:00-20:00;Su 10:00-19:00"
1	"Mo-Sa 10:00-19:00;Su 12:00-18:00"
1	"Mo-Fr 10:00-20:00;Sa 10:00-20:00"
1	"Mo-Sa 09:00-21:00;Su 10:00-20:00"
1	"Mo-Sa 9:30-21:00;Su 10:00-20:00"
1	"Mo-Sa 10:00-20:00;Su 12:00-20:00"
1	"Mo-Sa 11:00-19:00;Su 11:00-17:00"
1	"Mo-Fr 11:00-20:00;Sa 11:00-19:00;Su 11:00-18:00"
1	"Mo-Fr 11:00-19:00;Sa 11:00-17:00"
1	"Mo-Fr 09:00-21:00; Sa-Su 09:00-21:00"
1	"Mo-Sa 9:00-21:00;Su 10:00-21:00"
1	"Mo-Th 11:00-23:00;Fr 11:00-00:00;Sa 12:00-00:00;Su 12:00-23:00"
1	"Mo-Fr 11:00-22:00; Sa 15:30-22:00; Su 12:00-22:30"
1	"Mo-Su 11:00-15:00, 16:30-22:00"
1	"Mo-Fr 08:00-16:00; Su 09:00-13:00"
1	"Mo-Th 12:00-21:00; Fr 12:00-22:00; Sa 11:00-22:00; Su 11:00-21:00"
1	"Su-Th 09:00-21:00; Fr-Sa 09:00-22:00"
1	"Mo-Sa 09:00-21:00;Su 10:30-21:00"
1	"Mo-Fr 11:30-14:00,16:30-22:00; Sa 17:00-21:30; Su 13:00-15:00,16:30-22:00"
1	"08:30-19:00"
1	"Th-Su 11:45am-3pm Mo-Su 5-8pm"
1	"Mo-Sa 11:30-22:00; Su,PH 12:00-21:00"
1	"tis - fre: 11:00 - 21:00 lÃƒÂ¶r: 12:00 - 21:00 sÃƒÂ¶n: 12:00 - 19:00"
1	"Mo-Sa 09:00-14:00,17:00-21:30; We off; Su 17:00-21:30"
1	"Mo-Fr 11:00-23:30; Sa,Su,PH 12:00-22:30"
1	"Mo 09:00-21:00; Tu-Fr 09:00-22:00; Sa 11:00-21:00"
1	"Mo-Fr 07:00-21:00;Sa 09:00-21:00;Su 10:00-20:00"
1	"Mo-Sa 09:00-21:00; Su 18:00-21:00"
1	"Mo-Th 10:00-01:00; Fr-Su 10:00-03:00"
1	"Mo-Sa 11:00-22:00; Su,PH 12:30-22:00"
1	"Su-Th,PH 06:00-01:00; Fr,Sa 06:00-03:00"
1	"Mo-Fr 04:30-19:30; Sa 04:30-15:00; Su, Ph off"
1	"Mo-Th 11:30-23:00; Fr-Sa 11:30-02:00; Su 12:00-23:00"
1	"Mo-Th 11:00-14:00,17:00-23:00; Fr 11:00-14:00,17:00-24:00; Sa 15:00-24:00; Su,PH 14:00-23:00"
1	"Mo-Fr 16:30-20:30"
1	"08:00-16:00"
1	"Mo-Fr 09:00-21:00; Sa-Su 12:00-21:00"
1	"Mo-Fr 07:00-19:00; Sa 09:00-17:00; Su off"
1	"Tu-Sa 11:00-23:00; PH Su 16:00-23:00; Mo off"
1	"Mo-Fr 08:00-23:00; Sa-Su 11:00-23:00"
1	"7am - 9pm"
1	"Mo-Th 12:00-14:00,17:00-23:00; Fr 12:00-14:00,17:00-24:00; Sa 13:00-24:00; Su 13:00-23:00; PH 13:00-23:00"
1	"Tu-Su 18:00-21:30"
1	"Mo-Sa 10:30-21:00; Su 11:00-19:00"
1	"bei Skibetrieb"
1	"Mo-Fr 12:00-19:00; Sa 12:00+"
1	"Su-Th 07:00-01:00, Fr-Sa 07:00-02:00"
1	"Mo-Fr 11:00-20:00; Sa 11:00-20:00"
1	"Su-Th 06:00-02:00; Fr-Sa 06:00-04:00 || ""McDrive Mo-Su 00:00-24:00"""
1	"Mo-Tu off; We-Fr 10:00-18:00; Sa-Su 09:00-18:00"
1	"Su-Th 11:00-03:00; Fr-Sa 11:00-03:30"
1	"06:30-23:30"
1	"Mo-Fr 05:00-10:00"
1	"Mo-Su 10:00-22:00; Fr 10:00-15:00; Sa 11:00-22:00"
1	"Mo-Fr 17:00-21:00"
1	"Mo-Fr 11:00-18:30; Sa 11:00-14:30"
1	"Mo-Sa 16:00-22:00; Su 12:00-22:00"
1	"Mo-Fr 06:30-18:00;Sa 06:30-12:30"
1	"Mo-Fr 08:00-21:00; Sa,Su 09:00-21:00"
1	"Mo-Th 11:00-19:00; Fr 11:00-21:00"
1	"Mo-Fr 08:00-20:00; Sa 08:00-15:00"
1	"Mo-Fr 09:00-22:00; Sa, Su 11:00-22:00"
1	"Mo-Fr 11:30-14:00,16:00-22:00; Tu off; Th-Su 16:00-22:00"
1	"Mo-Th 07:00-01:00; Fr-Sa 07:00-04:00, Su 09:00-01:00"
1	"12:00-14:30,18:00-21:30"
1	"Mo-Th 07:00-19:00;Fr 07:00-20:00;Sa 07:00-18:00"
1	"Mo-Th 16:30-22:45; Fr,Sa 16:00-22:45; Su,PH 14:00-22:45"
1	"Mo-Sa 11:30-14:00, 17:30-22:00; Su 17:00-22:00"
1	"Tu-Su 11:30-14:00,17:30-22:00"
1	"Mo-Fr 11:00-01:00, Sa-Su 13:00-01:00"
1	"mo-we 11:00-22:00;fr-sa 11:00-00:00; su 11:00-22:00"
1	"Mo-Fr 08:30-14:00; Sa 08:30-13:00; Mo[3,4] off"
1	"Mo-Sa 10:00-20:00; Su,PH 11:00-20:00"
1	"10:00 - 20:00"
1	"Mo-Sa 09:00-13:30; Su off"
1	"Mo-Su 07:000-22:00"
1	"Tu-Fr 11:00-15:00,18:00-22:30; Sa-Su 12:00-22:30"
1	"We-Mo 12:00-22:00; Tu off"
1	"Mo-Su 11:30-02:00"
1	"Su-Th 07:00-01:00; Fr-Sa 00:00-24:00"
1	"11:00am-9:40pm"
1	"Mo-Fr 07:30-18:00; Sa 09:00-14:00"
1	"Mo-Su 16:00-22:00; Fr,Sa 16:00-23:00"
1	"Mo-Fr 09:00-19:00;Sa 11:00-17:00;Su 11:00-16:00"
1	"Mo-We,Sa 10:00-19:00; Th,Fr 10:00-21:00"
1	"Mo-Fr 9:30-18:30; Sa 9:30-14:00"
1	"Mo-Su 11:00-15:00, 18:00-0:30"
1	"Mo-Fr 11:00-14:00,16:00-21:00; Su 14:00-18:00"
1	"Mo-We 00:00-03:00,10:00-24:00; Th-Sa 00:00-24:00; Su 10:00-24:00"
1	"Mo-Th 10:00-23:00; Fr 10:00-24:00; Sa 00:00-04:00,10:00-24:00; Su 00:00-04:00,10:00-23:00"
1	"Mo-Fr 11:30-15:00,18:00-23:00; Sa,Su 11:30-23:00"
1	"Mo-We 10:00-00:30; Th 10:00-02:00; Fr-Sa 10:00-05:00; Su 00:00-05:00,10:00-00:30"
1	"Mo-Su 17:00-22:00; Mo-Fr 11:30-14:00"
1	"2hrs"
1	"Mo-Th 11:00-14:00,17:00-23:00; Fr-Sa 17:00-01:00; Su,PH 16:00-22:00"
1	"Mo-Fr 11:00-21:00; Sa-Su 12:00-22:00"
1	"Mo-Fr 05:30-20:00; Sa 09:00-19:00; Su 10:00-18:00"
1	"Mo-Fr 10:30-21:00, Sa-Su 11:00-21:00"
1	"Mo-Fr 09:00-20:00; Sa 10:00-17:00; Su, PH 12:00-18:00"
1	"Mo-Fr 10:30-19:00; Sa 10:30-17:00; Su 10:30-16:00"
1	"Mo-Su 04:00-03:00"
1	"Mo - Sa 11:00 - 22:30; PH off"
1	"Mo-Sa 11:00-04:00; Su 12:00-22:00"
1	"We-Su,PH 12:00-22:30"
1	"Mo-Fr 9:00-17:00"
1	"Mo-Th 15:00-03:00;Fr-Sa 15:00-03:30;Su 15:00-02:00"
1	"Mo-Su 11:30-14:00, 17:30-22:00"
1	"Mo-Fr 8:00-18:00"
1	"Mo-Su 09:00 - 24:00"
1	"Mo-Su 11:30-23:00; Fr,Sa 11:30-24:00"
1	"Mo-Fr 11:30-22:00; Tu 11:30-15:00; Sa 17:00-22:00; Su 12:30-22:00"
1	"Mo-Sat 11:00-19:00"
1	"Mo-Sa 11:30-23:00; Su 12:00-23:00"
1	"Mo-Fr 10:30-20:30; Sa 11:30-20:30"
1	"Mo-Fr 10:00-21:00; Sa 11:00-19:00; Su 11:00-16:00"
1	"Mo-Su 11:00-15:00,18:00-22:00"
1	"Mo, We-Sa 11:00-23:00; Su 13:00-22:00; Tu off"
1	"Mo-Th 10:00-23:00;Fr-Sa 10:00-06:00;Su 10:00-23:00"
1	"Mo-Su 16:30-23:00; Fr,Sa 16:30-23:30"
1	"Mo-Fr 10:30-19:30; Sa 10:00-18:00"
1	"Tu-Th 17:30-22:30;Fr 17:00-23:00;Sa 17:30-23:00;Su 18:00-22:30"
1	"Su-Th 11:00-00:00;Fr-Sa 11:00-01:00;PH 11:00-00:00"
1	"Mo-Fr 07:00-18:30;Sa-Su off"
1	"Mo-Sa 11:30-23:00; Su 17:00-23:00"
1	"Mo-Th 09:00-23:30; Fr-Sa 09:00-01:00; Su 11:00-23:30"
1	"Mo-Th 11:00-21:00; Fr-Sa 11:00-22:00;Su,PH 13:00-21:00"
1	"Mo 12:00-15:00; Tu-Fr 12:00-21:30; Sa,Su 17:00-21:30"
1	"Mo-Th 10:00-24:00;Fr-Sa 10:00-04:00; Su 10:00-24:00"
1	"Mo-Th 11:00-18:00;Fr 11:00-14:00"
1	"5am - 1am"
1	"Mo-Fr 10:30+"
1	"Mo-Sa 11:00-19:00;Su off"
1	"Mo-Fr 11:00-16:00;Sa-Su off"
1	"Mo-Fr 08:30-21:30; Sa,Su,PH 09:00-21:30"
1	"Mo-Sa 07:00-20:00; Su 08:00-19:00"
1	"Th-Sa 17:00-4:00"
1	"Tu-Fr 11:00-14:00,18:00-22:00; Sa,Su 18:00-22:00"
1	"Mo-Fr 10:00-20:00; Sa 10:00-18:00; Su 11:00-18:00"
1	"Mo-Sa 12:00-22:00; Su 17:00-22:00; PH 17:00-22:00"
1	"Su-Th 12:00-23:00; Fr-Sa 12:00-24:00"
1	"Mo-Fr 09:00-22:00"
1	"Mo-Sa 09:00-22:30; Su 09:30-22:00"
1	"Tu-Sa 12:00-14:00, 17:00-22:00; Su 14:00-22:00; PH 14:00-22:00; Mo off"
1	"Mo-Sa 10:30-20:00,Su 14:00-20:00"
